HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	BCN_1	BCN_2	BCN_3	BCN_4	BCN_5	BCN_6	BCP_1	BCP_2	BCP_3	BCP_4	BCP_5	BCP_6	Peptides	Razor_unique_peptides	Unique_peptides	Sequence_coverage_	Unique_razor_sequence_coverage_	Unique_sequence_coverage_	Mol_weight_kDa_	Q_value	Score	Intensity	MS_MS_count	Peptide_counts_all_	Peptide_counts_razor_unique_	Peptide_counts_unique_	Number_of_proteins	Protein_IDs	Majority_protein_IDs	Protein_names	Gene_names	id	Fasta.headers
7.65573	7.61971	7.66791	7.61508	7.80243	7.63044	6.966	7.75371	7.43489	7.89958	7.26968	7.83322	7.83322	7.0552	7.43489	7.88437	7.26203	7.73411	14	10	10	70.6	56.3	56.3	32.949	0	77.111	1123400000	43	14	10	10	1	P47755	P47755	F-actin-capping protein subunit alpha-2	CAPZA2	808	sp|P47755|CAZA2_HUMAN F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3
8.34973	8.39647	8.12806	8.33081	8.57962	7.84266	8.23178	7.88437	7.56922	7.06383	7.82222	7.37926	8.18261	7.73411	8.04195	8.51051	7.89958	8.24943	15	15	15	53.8	53.8	53.8	31.35	0	161.39	5231300000	170	15	15	15	1	P47756	P47756	F-actin-capping protein subunit beta	CAPZB	809	sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4
8.90542	9.03818	8.46159	8.55555	9.00573	8.51817	8.69181	8.32582	8.23178	8.30801	8.09608	8.57962	7.84877	7.51819	7.15114	8.43935	8.43935	8.58934	19	19	19	66.2	66.2	66.2	37.251	0	162.25	7526000000	207	NaN	NaN	NaN	2	P48059;Q7Z4I7	P48059	LIM and senescent cell antigen-like-containing domain protein 1	LIMS1	811	sp|P48059|LIMS1_HUMAN LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens OX=9606 GN=LIMS1 PE=1 SV=4
7.38775	7.213	7.10006	7.4855	7.38217	7.73411	7.56258	7.69453	7.3343	7.31517	6.65663	7.78769	8.28273	8.02622	7.93754	7.47634	7.02696	7.13571	8	8	8	25.4	25.4	25.4	46.224	0	53.698	273910000	21	NaN	NaN	NaN	2	P48426;P78356	P48426	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	PIP4K2A	815	sp|P48426|PI42A_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens OX=9606 GN=PIP4K2A PE=1 SV=2
7.61508	7.724	7.80243	7.51352	7.58977	8.10851	7.10006	7.83902	7.88437	8.16855	7.23351	6.86382	7.61005	7.30946	8.0624	7.4074	7.80775	7.82537	4	4	4	13.8	13.8	13.8	28.295	0	49.993	917450000	45	4	4	4	1	P48509	P48509	CD151 antigen	CD151	816	sp|P48509|CD151_HUMAN CD151 antigen OS=Homo sapiens OX=9606 GN=CD151 PE=1 SV=3
7.80775	8.0624	7.57945	7.49799	8.33528	7.82222	7.21767	7.213	7.47282	7.83322	7.65119	7.90495	7.7194	7.18763	7.56258	8.93019	7.35291	7.63561	22	22	21	47.6	47.6	47.6	50.909	0	197.92	2899700000	119	22	22	21	1	P48735	P48735	"Isocitrate dehydrogenase [NADP], mitochondrial"	IDH2	820	"sp|P48735|IDHP_HUMAN Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2"
6.99599	9.24926	9.0878	7.19784	7.77516	6.95279	8.71903	8.66145	6.95279	7.12453	8.71903	8.79109	9.24926	9.49311	9.0878	7.30631	7.96485	8.40471	25	25	24	39.3	39.3	38.2	79.246	0	323.31	8027100000	210	25	25	24	1	P48740	P48740	Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1 heavy chain;Mannan-binding lectin serine protease 1 light chain	MASP1	821	sp|P48740|MASP1_HUMAN Mannan-binding lectin serine protease 1 OS=Homo sapiens OX=9606 GN=MASP1 PE=1 SV=3
7.23991	7.17431	7.23991	7.32457	7.18763	7.13571	6.75778	6.86382	7.46191	7.61971	7.18763	7.91114	7.24539	7.65119	7.35291	7.47282	7.26515	7.35684	10	10	10	23.9	23.9	23.9	60.533	0	21.763	199710000	18	10	10	10	1	P49368	P49368	T-complex protein 1 subunit gamma	CCT3	826	sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4
7.30285	7.20201	7.36642	7.59586	7.26203	7.52593	7.47282	7.60124	6.83293	7.36642	7.22199	7.38217	8.31557	7.39106	7.13105	6.84221	7.07722	7.18473	5	5	5	12.4	12.4	12.4	47.065	0	14.622	151850000	14	5	5	5	1	P49407	P49407	Beta-arrestin-1	ARRB1	827	sp|P49407|ARRB1_HUMAN Beta-arrestin-1 OS=Homo sapiens OX=9606 GN=ARRB1 PE=1 SV=2
7.20201	7.24872	7.37617	7.97161	7.14144	7.63848	7.04404	7.83322	7.79844	7.39826	7.5008	6.84221	8.16855	7.8698	8.1628	7.04999	7.38217	7.10006	10	10	10	51.8	51.8	51.8	19.301	0	61.155	2549400000	66	10	10	10	1	P49913	P49913	Cathelicidin antimicrobial peptide;Antibacterial protein FALL-39;Antibacterial protein LL-37	CAMP	838	sp|P49913|CAMP_HUMAN Cathelicidin antimicrobial peptide OS=Homo sapiens OX=9606 GN=CAMP PE=1 SV=1
8.30801	8.12806	7.08641	7.9235	8.35573	7.61971	7.64682	6.98689	7.49799	7.3343	7.32457	7.56593	8.33081	6.966	7.54987	8.49374	7.63561	7.88437	19	19	17	55.7	55.7	50.4	42.142	0	94.173	2263900000	103	NaN	NaN	NaN	2	P50148;P29992	P50148	Guanine nucleotide-binding protein G(q) subunit alpha	GNAQ	839	sp|P50148|GNAQ_HUMAN Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens OX=9606 GN=GNAQ PE=1 SV=4
8.18261	8.1628	7.26515	7.37617	8.23178	7.08185	7.82537	7.39826	7.22546	7.47634	7.27493	7.07097	7.36888	7.52593	8.20385	7.38217	7.54181	7.70899	30	30	20	71.7	71.7	49.7	50.663	0	323.31	4605100000	176	30	30	20	1	P50395	P50395	Rab GDP dissociation inhibitor beta	GDI2	841	sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2
7.76433	8.03461	7.07722	7.95202	8.02622	7.95742	7.23689	6.90827	7.23351	6.98689	7.17844	7.84266	8.13969	7.53242	7.11934	8.74113	7.13571	7.34569	15	15	15	41.6	41.6	41.6	39.829	0	111.2	2050500000	74	15	15	15	1	P50552	P50552	Vasodilator-stimulated phosphoprotein	VASP	846	sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3
7.08641	7.08641	7.213	7.70024	7.18473	7.69453	7.43489	7.76856	7.30631	6.65663	7.28046	7.48865	6.95279	7.68525	7.66791	7.46191	7.60124	7.41569	8	8	8	16.5	16.5	16.5	57.924	0	15.221	180950000	17	8	8	8	1	P50991	P50991	T-complex protein 1 subunit delta	CCT4	851	sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4
8.43935	8.68113	8.58409	8.40471	8.36517	8.09608	8.28873	8.34307	8.67153	8.57962	8.196	8.22644	7.29605	7.19396	7.85503	7.15114	8.68113	8.86936	21	21	21	38.8	38.8	38.8	54.389	0	221.6	4612600000	180	NaN	NaN	NaN	2	P50995;P27216	P50995	Annexin A11	ANXA11	852	sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1
7.39826	7.43145	7.30631	7.46976	7.5008	7.21767	7.40147	7.63848	7.68932	7.26515	7.66791	7.52987	7.64682	7.33816	7.06383	7.68089	7.70624	7.7194	7	7	5	42.6	42.6	32.9	23.482	0	26.556	759810000	50	7	7	5	1	P51148	P51148	Ras-related protein Rab-5C	RAB5C	853	sp|P51148|RAB5C_HUMAN Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2
7.9235	7.98277	8.07834	8.28273	8.22107	7.89958	7.95202	7.26203	8.04195	7.55306	7.45121	6.98689	8.38869	7.56922	7.58977	8.33528	8.11974	8.18759	15	15	15	78.7	78.7	78.7	23.489	0	163.94	2920900000	116	15	15	15	1	P51149	P51149	Ras-related protein Rab-7a	RAB7A	854	sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1
7.6718	7.2856	7.36112	7.28046	7.64682	6.87326	7.55306	7.67554	7.14144	7.52593	6.91745	7.54181	7.27493	7.50877	7.23991	7.27493	7.79338	7.50487	32	32	32	69.6	69.6	69.6	53.139	0	323.31	17984000000	169	32	32	32	1	P52209	P52209	"6-phosphogluconate dehydrogenase, decarboxylating"	PGD	865	"sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3"
7.43489	7.39826	7.60624	7.73411	7.44654	7.37617	7.35291	7.50877	7.07722	7.49799	7.52217	7.5376	7.20201	7.29927	6.97389	6.75778	7.23351	7.23009	6	6	6	26	26	26	23.207	0	27.881	752730000	36	6	6	6	1	P52565	P52565	Rho GDP-dissociation inhibitor 1	ARHGDIA	867	sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3
7.58977	7.91114	7.67554	7.07097	7.81583	7.79338	7.23991	7.20746	7.11346	7.32936	7.70624	6.99599	7.06383	7.97161	8.28873	7.58595	7.83902	7.85503	9	9	9	57.2	57.2	57.2	22.988	0	67.783	2188800000	74	9	9	9	1	P52566	P52566	Rho GDP-dissociation inhibitor 2	ARHGDIB	868	sp|P52566|GDIR2_HUMAN Rho GDP-dissociation inhibitor 2 OS=Homo sapiens OX=9606 GN=ARHGDIB PE=1 SV=3
8.35573	8.43198	8.20385	8.33528	8.34973	8.2958	8.15334	6.88899	7.73923	7.87632	7.64682	7.54607	7.15615	7.26515	7.02696	8.45464	7.66791	8.32582	15	15	11	67.1	67.1	52.8	32.922	0	204.08	3903200000	136	15	15	11	1	P52907	P52907	F-actin-capping protein subunit alpha-1	CAPZA1	870	sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3
7.6237	7.75705	7.41078	7.63848	8.04878	7.80243	7.14664	7.42784	7.57945	6.966	6.99599	7.51352	7.82222	8.01771	8.13969	7.57381	7.42784	7.82222	12	12	12	57.6	57.6	57.6	33.232	0	100.89	778890000	46	NaN	NaN	NaN	2	P54920;Q9H115	P54920	Alpha-soluble NSF attachment protein	NAPA	882	sp|P54920|SNAA_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3
7.91114	6.86382	8.28273	7.81583	6.97389	6.83293	7.37926	8.13969	7.56258	7.61005	7.39826	8.54355	8.57962	8.26492	7.97797	7.69453	7.64682	7.55306	12	12	12	30	30	30	54.739	0	148.68	2701000000	112	12	12	12	1	P55058	P55058	Phospholipid transfer protein	PLTP	884	sp|P55058|PLTP_HUMAN Phospholipid transfer protein OS=Homo sapiens OX=9606 GN=PLTP PE=1 SV=1
8.2168	7.88437	7.68089	7.75371	8.10851	7.15615	7.5008	7.25216	7.34227	7.45537	7.46654	7.16127	7.34569	7.99514	8.2958	8.34973	7.70899	7.26203	24	24	24	37.7	37.7	37.7	89.321	0	170.66	1767800000	114	24	24	24	1	P55072	P55072	Transitional endoplasmic reticulum ATPase	VCP	886	sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4
7.54607	7.56593	7.70899	7.76433	7.73923	7.66267	7.66267	7.10787	7.36112	7.25816	7.68932	7.41569	7.99514	7.22199	7.14664	7.3343	7.10006	7.70624	18	18	18	19	19	19	128.15	0	53.514	624350000	55	18	18	18	1	P55160	P55160	Nck-associated protein 1-like	NCKAP1L	889	sp|P55160|NCKPL_HUMAN Nck-associated protein 1-like OS=Homo sapiens OX=9606 GN=NCKAP1L PE=1 SV=3
7.52593	7.41078	6.98159	7.11346	7.37926	6.75778	7.79844	7.38775	7.58595	7.36888	7.7194	7.6718	7.87632	7.32243	7.213	7.59586	7.12453	7.4855	6	6	4	14.8	14.8	12	45.374	0	30.944	510970000	30	6	6	4	1	P55209	P55209	Nucleosome assembly protein 1-like 1	NAP1L1	890	sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1
7.71415	7.5376	8.14571	8.18261	7.63561	8.34307	8.33081	8.84442	8.9669	8.53404	8.40471	8.75068	6.91745	8.34973	8.79109	7.48071	8.31557	7.53242	4	4	4	20.2	20.2	20.2	10.245	0	42.182	40789000000	84	NaN	NaN	NaN	2	P59666;P59665	P59666;P59665	Neutrophil defensin 3;HP 3-56;Neutrophil defensin 2;Neutrophil defensin 1;HP 1-56;Neutrophil defensin 2	DEFA3;DEFA1	897	sp|P59666|DEF3_HUMAN Neutrophil defensin 3 OS=Homo sapiens OX=9606 GN=DEFA3 PE=1 SV=1;sp|P59665|DEF1_HUMAN Neutrophil defensin 1 OS=Homo sapiens OX=9606 GN=DEFA1 PE=1 SV=1
8.76539	8.76539	8.38099	8.67153	9.01776	8.55555	8.45464	8.39647	8.34307	8.02622	7.90495	7.89958	7.86398	7.98277	7.76856	8.30801	7.97797	8.67153	11	11	11	73.2	73.2	73.2	19.667	0	323.31	10778000000	145	11	11	11	1	P59998	P59998	Actin-related protein 2/3 complex subunit 4	ARPC4	898	sp|P59998|ARPC4_HUMAN Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3
7.91797	7.99514	8.003	8.08705	7.66267	8.02622	7.94645	8.81313	8.43935	8.95438	8.81313	8.55555	6.89817	8.86936	8.67153	7.83322	9.0878	8.71903	5	5	5	30.9	30.9	30.9	25.809	0	323.31	4312700000	72	5	5	5	1	P60033	P60033	CD81 antigen	CD81	899	sp|P60033|CD81_HUMAN CD81 antigen OS=Homo sapiens OX=9606 GN=CD81 PE=1 SV=1
8.46844	8.2168	7.95742	8.196	8.45464	8.24524	8.03461	7.97161	7.91114	7.17431	6.966	7.18473	7.43489	7.23689	8.2168	7.76433	7.75705	8.22644	20	20	20	76.9	76.9	76.9	30.791	0	323.31	14947000000	214	20	20	20	1	P60174	P60174	Triosephosphate isomerase	TPI1	900	sp|P60174|TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3
7.93102	7.69453	7.61971	8.01771	8.01771	7.18473	7.80775	7.28913	7.84266	7.91114	7.86398	6.97389	7.19784	7.60124	7.04999	9.09682	7.14144	7.76433	7	7	7	55.6	55.6	55.6	16.93	0	53.804	3492200000	82	NaN	NaN	NaN	2	P60660;P14649	P60660	Myosin light polypeptide 6	MYL6	901	sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2
8.17358	8.13969	8.0624	8.1628	8.196	7.54987	7.9235	8.13303	8.13969	7.6237	8.13969	8.25656	7.57945	7.00875	7.77516	7.87632	8.37338	8.10112	8	7	7	53.9	48.2	48.2	21.258	0	143.15	2919800000	98	NaN	NaN	NaN	3	P60953;P17081;Q9H4E5	P60953	Cell division control protein 42 homolog	CDC42	905	sp|P60953|CDC42_HUMAN Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2
7.66267	7.54181	6.77546	6.69798	7.78102	7.50877	6.94331	7.61508	7.48865	6.80728	7.11346	7.04999	7.48071	7.56258	8.10112	7.37617	7.30631	8.14571	7	7	7	48.5	48.5	48.5	18.506	0	21.463	676170000	41	7	7	7	1	P60981	P60981	Destrin	DSTN	906	sp|P60981|DEST_HUMAN Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3
7.64379	7.60624	7.75705	7.99514	7.6718	7.70899	7.22199	7.16127	7.82222	7.54987	7.52593	8.09608	7.76856	7.50487	7.36642	7.60624	6.94331	7.95742	6	5	4	29	23.7	19.8	23.668	0	68.513	958990000	47	NaN	NaN	NaN	4	P61006;P59190;P20337;Q96E17	P61006	Ras-related protein Rab-8A	RAB8A	907	sp|P61006|RAB8A_HUMAN Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1
8.28873	8.28273	8.23178	8.30153	8.32015	8.23178	8.13303	8.25656	8.16855	8.20385	8.17358	8.27091	8.39647	7.15615	6.89817	8.57187	8.20385	8.38099	12	12	10	52.5	52.5	43.5	22.541	0	68.499	3677000000	104	12	12	10	1	P61026	P61026	Ras-related protein Rab-10	RAB10	911	sp|P61026|RAB10_HUMAN Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1
7.75705	7.80243	7.11346	7.74705	7.93754	7.55698	7.56922	7.85503	7.38775	7.76856	7.4929	7.64379	7.28046	7.48071	7.18763	8.34307	7.45537	7.38775	13	13	13	72.6	72.6	72.6	23.897	0	76.944	1319200000	58	13	13	13	1	P61106	P61106	Ras-related protein Rab-14	RAB14	914	sp|P61106|RAB14_HUMAN Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4
9.06749	9.10553	8.75068	8.86936	9.34063	8.88305	8.68113	8.60522	8.51051	8.28873	8.28273	7.00875	7.28913	7.08641	7.54607	8.7778	8.44427	8.9941	24	24	24	65.8	65.8	65.8	47.371	0	323.31	13734000000	341	NaN	NaN	NaN	2	P61158;Q9P1U1	P61158	Actin-related protein 3	ACTR3	915	sp|P61158|ARP3_HUMAN Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3
8.88305	8.86936	8.48587	8.69181	9.07633	8.54355	8.42119	8.196	8.37338	7.58595	7.70899	7.16855	7.79338	7.24872	7.724	8.52683	7.80243	8.76539	18	18	18	47.7	47.7	47.7	44.76	0	235.45	10027000000	277	18	18	18	1	P61160	P61160	Actin-related protein 2	ACTR2	916	sp|P61160|ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1
8.55555	8.60522	8.51817	8.49374	8.88305	7.82537	8.10112	8.30801	8.38869	7.51819	8.04878	8.196	7.68089	8.03461	7.39106	7.80775	8.32015	8.45464	12	12	6	65.2	65.2	29.8	20.697	0	323.31	5015700000	131	NaN	NaN	NaN	2	P84077;P61204	P84077;P61204	ADP-ribosylation factor 1;ADP-ribosylation factor 3	ARF1;ARF3	918	sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2
9.73909	9.82469	9.22764	9.37244	9.93493	9.29655	9.0878	9.26253	9.19394	9.07633	9.10553	9.21447	8.64434	8.80019	8.52683	9.17961	9.34063	9.44814	17	17	6	67.4	67.4	33.7	20.825	0	323.31	35343000000	415	NaN	NaN	NaN	2	P61224;A6NIZ1	P61224;A6NIZ1	Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein	RAP1B	919	sp|P61224|RAP1B_HUMAN Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1;sp|A6NIZ1|RP1BL_HUMAN Ras-related protein Rap-1b-like protein OS=Homo sapiens OX=9606 PE=2 SV=1
8.10112	8.01042	7.81583	7.38775	8.10112	7.07722	7.8698	7.89958	7.95742	7.4074	7.10787	7.28046	7.12453	7.45121	7.65573	7.61005	8.196	8.13303	12	12	4	65.3	65.3	15	21.768	0	204	2755100000	93	12	12	4	1	P61586	P61586	Transforming protein RhoA	RHOA	921	sp|P61586|RHOA_HUMAN Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1
8.41337	8.35573	8.15334	8.26492	8.38099	8.28273	8.11974	6.99599	8.45464	8.44427	8.48587	8.24943	8.32015	8.2958	8.15334	8.37338	8.65561	8.43198	5	5	5	57.1	57.1	57.1	13.714	0	86.947	4500000000	86	5	5	5	1	P61769	P61769	Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3	B2M	923	sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1
8.30153	8.30153	8.13969	8.18759	8.43198	8.10112	8.20385	8.15334	8.02622	8.13303	7.28913	7.95202	6.95796	7.95202	6.77546	8.13969	7.93102	8.33528	15	12	10	57.9	50.6	44.1	28.302	0	240.93	2811400000	120	15	12	10	1	P61981	P61981	"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed"	YWHAG	925	sp|P61981|1433G_HUMAN 14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2
7.23689	7.41569	7.55306	7.43145	7.39826	6.91745	7.13105	7.17431	6.99599	7.5376	7.23689	7.39826	6.97389	7.36112	6.8536	7.40147	6.79448	7.46191	12	12	2	40	40	6.4	37.512	0	32.948	370320000	43	12	12	2	1	P62136	P62136	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	PPP1CA	926	sp|P62136|PP1A_HUMAN Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1
8.46159	8.53404	8.16855	8.2168	8.67153	7.99514	8.24943	7.95202	8.10112	8.05623	8.12806	7.2927	7.3935	7.74705	7.90495	8.26492	7.88971	8.39647	21	18	18	73.3	66.3	66.3	29.174	0	106.82	4325200000	174	21	18	18	1	P62258	P62258	14-3-3 protein epsilon	YWHAE	929	sp|P62258|1433E_HUMAN 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1
7.28913	7.31517	6.87326	7.53242	7.24539	7.83902	7.26968	7.00875	7.70624	7.09185	7.26203	7.75705	7.26203	7.40147	7.76433	7.54607	7.35033	7.07097	10	4	4	62.9	28.8	28.8	22.677	0	62.039	326920000	16	10	4	4	1	P62820	P62820	Ras-related protein Rab-1A	RAB1A	938	sp|P62820|RAB1A_HUMAN Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3
8.52683	8.56057	8.38869	8.45464	8.76539	8.46844	8.54867	8.63407	8.61359	8.50087	8.46159	8.65561	8.34307	8.42119	7.48865	8.38099	8.76539	8.56057	14	14	9	58.5	58.5	40.3	37.377	0	323.31	6260800000	173	14	14	9	1	P62873	P62873	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	941	sp|P62873|GBB1_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3
7.86398	7.7194	7.50487	6.77546	7.97797	7.88971	7.93754	7.23991	8.28873	8.25656	6.77546	8.28273	7.34227	8.17358	7.65119	7.95202	8.2958	7.0552	13	8	6	57.4	39.1	31.2	37.331	0	98.436	1900000000	82	13	8	6	1	P62879	P62879	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	GNB2	942	sp|P62879|GBB2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3
8.9465	8.9465	8.82317	8.82317	9.38652	8.74113	8.76539	8.75805	8.60522	8.65561	8.63407	8.38869	8.2958	8.53404	8.33528	8.47666	8.56057	9.05206	12	12	10	74.5	74.5	66.1	18.012	0	201.18	13858000000	237	NaN	NaN	NaN	5	P62937;A0A0B4J2A2;A0A075B767;Q9Y536;P0DN37	P62937	"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed"	PPIA	943	sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2
7.40147	7.35684	7.43988	7.47634	7.43489	7.6718	7.35033	7.58977	6.91745	7.35033	7.54987	7.18763	8.08705	6.91745	8.01042	6.65663	7.37203	7.41078	5	5	5	24	24	24	25.206	0	10.096	256750000	13	5	5	5	1	P62993	P62993	Growth factor receptor-bound protein 2	GRB2	945	sp|P62993|GRB2_HUMAN Growth factor receptor-bound protein 2 OS=Homo sapiens OX=9606 GN=GRB2 PE=1 SV=1
7.66791	7.5008	7.08185	7.84266	7.5376	7.87632	7.81583	7.65119	7.23009	7.23351	7.40147	7.24539	7.41569	7.79844	7.50487	7.70624	6.72841	7.07722	9	4	4	50	19.8	19.8	21.45	0	12.878	962320000	41	NaN	NaN	NaN	2	P63000;P60763	P63000;P60763	Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3	RAC1;RAC3	946	sp|P63000|RAC1_HUMAN Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1;sp|P60763|RAC3_HUMAN Ras-related C3 botulinum toxin substrate 3 OS=Homo sapiens OX=9606 GN=RAC3 PE=1 SV=1
9.60796	9.8724	9.26253	9.24926	9.9583	9.27816	9.20343	9.22764	9.26253	9.06749	9.06749	8.84442	8.74113	8.65561	8.196	9.53478	9.06749	9.49311	22	22	17	66.5	66.5	62.9	27.745	0	323.31	36830000000	436	22	22	17	1	P63104	P63104	14-3-3 protein zeta/delta	YWHAZ	949	sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1
11.0093	11.0093	10.5781	10.6367	11.294	10.5294	10.4176	10.5781	10.5294	10.1938	10.4176	9.91153	9.82469	9.69092	9.5192	11.8382	10.5781	10.8438	33	33	1	77.6	77.6	4.5	41.792	0	323.31	1.00E+12	1768	33	33	1	1	P63261	P63261	"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed"	ACTG1	953	"sp|P63261|ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1"
8.57962	8.65561	8.09608	8.46159	8.72984	8.20985	8.38869	7.93102	7.89958	7.97797	8.0624	7.56922	7.79844	7.11934	7.29605	9.03818	7.61971	8.10851	28	28	18	71.8	71.8	52	28.521	0	314.73	5101900000	187	NaN	NaN	NaN	3	P67936;CON__Q3SX28;P07951	P67936	Tropomyosin alpha-4 chain	TPM4	954	sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3
